PROVINCIA;COMUNE;AUTOBUS;AUTOCARRO TRASPORTO MERCI;AUTOVEICOLO SPECIALE O SPECIFICO;AUTOVETTURA;MOTOCARRO E QUADRICICLO TRASPORTO MERCI;MOTOCICLO;MOTOVEICOLO E QUADRICICLO SPECIALE O SPECIFICO;TRATTORE STRADALE O MOTRICE;ALTRO;Totale complessivo
MODENA;VIGNOLA;1;62;2;509;1;15;0;;8;598
MODENA;ZOCCA;;11;;44;0;6;0;;0;61
PIACENZA;AGAZZANO;;6;;22;0;5;0;;0;33
PIACENZA;ALSENO;;10;2;60;0;4;0;;0;76
PIACENZA;ALTA VAL TIDONE;;4;;36;0;2;0;;0;42
PIACENZA;BESENZONE;1;1;;9;0;0;0;;0;11
PIACENZA;BETTOLA;;3;;21;0;2;0;;1;27
PIACENZA;BOBBIO;;5;;33;0;5;1;;0;44
PIACENZA;BORGONOVO VAL TIDONE;;11;1;82;0;14;1;1;0;110
PIACENZA;CADEO;;7;1;74;0;7;0;;2;91
PIACENZA;CALENDASCO;;5;;27;0;3;0;;0;35
PIACENZA;CAORSO;;3;;53;0;5;0;;0;61
PIACENZA;CARPANETO PIACENTINO;;11;;70;0;5;1;1;3;91
PIACENZA;CASTEL SAN GIOVANNI;;9;1;133;0;7;0;;4;154
PIACENZA;CASTELL'ARQUATO;;6;;49;0;6;0;3;1;65
PIACENZA;CASTELVETRO PIACENTINO;;3;;46;0;8;0;;0;57
PIACENZA;COLI;1;1;;8;0;2;0;;0;12
PIACENZA;CORTE BRUGNATELLA;1;1;;1;0;1;0;;0;4
PIACENZA;CORTEMAGGIORE;;6;1;56;0;8;0;;3;74
PIACENZA;FARINI;;1;;9;0;1;0;;0;11
PIACENZA;FERRIERE;;;;6;0;1;1;;0;8
PIACENZA;FIORENZUOLA D'ARDA;1;26;;142;0;13;0;1;20;203
PIACENZA;GAZZOLA;;5;1;28;0;2;0;;0;36
PIACENZA;GOSSOLENGO;;10;;93;0;11;0;;0;114
PIACENZA;GRAGNANO TREBBIENSE;;5;;49;0;7;0;;0;61
PIACENZA;GROPPARELLO;;1;;17;0;1;2;;0;21
PIACENZA;LUGAGNANO VAL D'ARDA;;6;1;35;0;2;0;1;0;45
PIACENZA;MONTICELLI D'ONGINA;;9;1;58;0;1;0;;0;69
PIACENZA;MORFASSO;;1;;7;0;0;0;;0;8
PIACENZA;OTTONE;;1;;2;0;1;1;;0;5
PIACENZA;PIACENZA;;184;10;2257;0;173;1;4;14;2643
PIACENZA;PIANELLO VAL TIDONE;;4;;13;0;3;0;1;0;21
PIACENZA;PIOZZANO;1;;;4;0;2;0;;0;7
PIACENZA;PODENZANO;;20;;117;0;9;0;;1;147
PIACENZA;PONTE DELL'OLIO;;12;;31;0;5;0;;0;48
PIACENZA;PONTENURE;;10;2;81;0;3;0;3;3;102
PIACENZA;RIVERGARO;;10;4;87;0;6;0;3;3;113
PIACENZA;ROTTOFRENO;;6;;160;0;15;0;1;5;187
PIACENZA;SAN GIORGIO PIACENTINO;;9;3;81;0;3;0;;0;96
PIACENZA;SAN PIETRO IN CERRO;;;;8;0;2;0;;0;10
PIACENZA;SARMATO;;12;1;33;0;3;0;;1;50
PIACENZA;TRAVO;;;;22;0;5;0;;0;27
PIACENZA;VERNASCA;;10;2;17;0;0;0;;0;29
PIACENZA;VIGOLZONE;;9;;64;0;3;0;;0;76
PIACENZA;VILLANOVA SULL'ARDA;;5;;18;0;1;0;;0;24
PIACENZA;ZERBA;;;;2;0;0;0;;0;2
PIACENZA;ZIANO PIACENTINO;;1;;29;1;3;0;;0;34
PARMA;ALBARETO;;;2;18;0;0;0;;0;20
PARMA;BARDI;;3;;19;0;1;0;;0;23
PARMA;BEDONIA;;2;;30;0;4;0;;0;36
PARMA;BERCETO;;6;;18;0;0;0;;0;24
PARMA;BORE;;1;;1;0;0;0;;0;2
PARMA;BORGO VAL DI TARO;;9;1;59;0;7;0;;0;76
PARMA;BUSSETO;;9;2;71;0;5;0;;1;88
PARMA;CALESTANO;;2;;25;0;1;0;;0;28
PARMA;COLLECCHIO;;21;11;186;0;19;0;2;2;241
PARMA;COLORNO;;11;1;108;0;10;0;;0;130
PARMA;COMPIANO;;3;;15;0;1;0;;0;19
PARMA;CORNIGLIO;;1;;13;0;1;0;;0;15
PARMA;FELINO;;13;;124;0;13;3;1;0;154
PARMA;FIDENZA;;36;5;276;0;21;0;8;2;348
PARMA;FONTANELLATO;;13;;88;0;3;0;;0;104
PARMA;FONTEVIVO;;10;;73;0;6;0;4;0;93
PARMA;FORNOVO DI TARO;;10;1;88;0;3;0;;0;102
PARMA;LANGHIRANO;;17;2;120;0;9;1;;0;149
PARMA;LESIGNANO DE BAGNI;1;11;;66;0;9;0;;0;87
PARMA;MEDESANO;;17;3;139;0;13;0;;0;172
PARMA;MEZZANI;;9;1;36;0;2;0;;0;48
PARMA;MONCHIO DELLE CORTI;;;;6;0;0;0;;0;6
PARMA;MONTECHIARUGOLO;;9;1;150;0;16;0;;0;176
PARMA;NEVIANO DEGLI ARDUINI;;5;;37;1;4;1;;0;48
PARMA;NOCETO;;13;2;155;0;18;0;;0;188
PARMA;PALANZANO;;;;12;0;2;0;;0;14
PARMA;PARMA;;256;18;3432;0;332;3;6;6;4053
PARMA;PELLEGRINO PARMENSE;;;;5;0;5;0;;0;10
PARMA;POLESINE ZIBELLO;;3;;27;0;2;0;;0;32
PARMA;ROCCABIANCA;;2;;34;0;0;0;;0;36
PARMA;SALA BAGANZA;;12;1;75;0;7;1;;0;96
PARMA;SALSOMAGGIORE TERME;;32;3;246;0;21;0;;0;302
PARMA;SAN SECONDO PARMENSE;;10;3;95;0;2;0;;2;112
PARMA;SISSA TRECASALI;;9;;109;0;8;0;;0;126
PARMA;SOLIGNANO;;3;;29;0;1;0;;0;33
PARMA;SORAGNA;;2;1;50;0;3;0;;0;56
PARMA;SORBOLO;;11;1;129;0;6;0;1;1;149
PARMA;TERENZO;;1;1;11;0;1;0;;0;14
PARMA;TIZZANO VAL PARMA;;5;1;13;0;1;0;;0;20
PARMA;TORNOLO;;1;1;6;0;0;0;;0;8
PARMA;TORRILE;;8;;90;0;8;0;;2;108
PARMA;TRAVERSETOLO;;12;3;109;0;13;0;1;1;139
PARMA;VALMOZZOLA;;2;;2;0;0;0;;0;4
PARMA;VARANO DE' MELEGARI;;5;;41;0;3;0;;0;49
PARMA;VARSI;;1;1;17;1;0;0;1;0;21
RAVENNA;ALFONSINE;;19;3;124;0;6;0;1;2;155
RAVENNA;BAGNACAVALLO;1;23;;185;0;4;0;;0;213
RAVENNA;BAGNARA DI ROMAGNA;4;5;;19;0;0;0;;0;28
RAVENNA;BRISIGHELLA;1;7;;53;0;2;0;;1;64
RAVENNA;CASOLA VALSENIO;;2;;15;0;2;0;;0;19
RAVENNA;CASTEL BOLOGNESE;;10;;99;0;7;0;;0;116
RAVENNA;CERVIA;;38;2;354;0;51;0;1;1;447
RAVENNA;CONSELICE;;9;;106;0;7;0;;0;122
RAVENNA;COTIGNOLA;;6;;78;0;2;0;;0;86
RAVENNA;FAENZA;;90;10;912;0;50;0;1;4;1067
RAVENNA;FUSIGNANO;;13;;94;0;3;0;;0;110
RAVENNA;LUGO;2;43;2;450;0;31;0;;0;528
RAVENNA;MASSA LOMBARDA;;8;;117;0;4;0;;1;130
RAVENNA;RAVENNA;2;210;24;2753;3;211;4;5;28;3240
RAVENNA;RIOLO TERME;;3;;51;0;2;2;1;1;60
RAVENNA;RUSSI;;18;2;140;0;9;0;;2;171
RAVENNA;SANT'AGATA SUL SANTERNO;;8;;36;0;25;0;;0;69
RAVENNA;SOLAROLO;1;5;1;37;0;4;0;;1;49
REGGIO EMILIA;ALBINEA;;9;;134;0;12;1;;1;157
REGGIO EMILIA;BAGNOLO IN PIANO;;14;;75;0;9;0;;0;98
REGGIO EMILIA;BAISO;;6;1;44;0;2;0;;2;55
REGGIO EMILIA;BIBBIANO;;22;3;105;0;10;0;;0;140
REGGIO EMILIA;BORETTO;;4;;45;0;3;1;;0;53
REGGIO EMILIA;BRESCELLO;;16;1;296;0;5;0;;2;320
REGGIO EMILIA;CADELBOSCO DI SOPRA;;17;1;133;0;8;0;1;1;161
REGGIO EMILIA;CAMPAGNOLA EMILIA;;5;;58;0;3;0;;0;66
REGGIO EMILIA;CAMPEGINE;;10;;75;0;5;0;;0;90
REGGIO EMILIA;CANOSSA;;8;1;49;0;1;0;;0;59
REGGIO EMILIA;CARPINETI;;10;1;48;0;1;0;;1;61
REGGIO EMILIA;CASALGRANDE;;35;2;237;0;21;1;1;3;300
REGGIO EMILIA;CASINA;;4;1;47;0;0;0;;0;52
REGGIO EMILIA;CASTELLARANO;;24;;189;0;18;0;1;4;236
REGGIO EMILIA;CASTELNOVO DI SOTTO;;10;2;87;0;4;0;;1;104
REGGIO EMILIA;CASTELNOVO NE' MONTI;;20;1;139;0;8;0;;0;168
REGGIO EMILIA;CAVRIAGO;;31;2;123;0;9;0;;0;165
REGGIO EMILIA;CORREGGIO;;40;1;360;0;29;1;;0;431
REGGIO EMILIA;FABBRICO;;7;1;54;0;5;0;;0;67
REGGIO EMILIA;GATTATICO;;15;2;76;0;5;0;;0;98
REGGIO EMILIA;GUALTIERI;;5;;51;0;6;0;;0;62
REGGIO EMILIA;GUASTALLA;;14;;131;0;12;0;1;0;158
REGGIO EMILIA;LUZZARA;;16;1;65;0;4;0;1;1;88
REGGIO EMILIA;MONTECCHIO EMILIA;;20;;134;0;8;0;;0;162
REGGIO EMILIA;NOVELLARA;;24;3;142;0;6;0;;1;176
REGGIO EMILIA;POVIGLIO;;10;;86;0;5;0;;0;101
REGGIO EMILIA;QUATTRO CASTELLA;;17;3;164;0;16;0;;0;200
REGGIO EMILIA;REGGIO NELL'EMILIA;6;994;96;6112;0;185;2;70;142;7607
REGGIO EMILIA;REGGIOLO;;4;5;80;0;8;0;;0;97
REGGIO EMILIA;RIO SALICETO;;6;;86;0;3;0;;0;95
REGGIO EMILIA;ROLO;;;;45;0;0;0;;0;45
REGGIO EMILIA;RUBIERA;;31;3;199;0;10;0;;0;243
REGGIO EMILIA;SAN MARTINO IN RIO;;13;;77;0;7;0;;0;97
REGGIO EMILIA;SAN POLO D'ENZA;;8;;66;0;6;0;;0;80
REGGIO EMILIA;SANT'ILARIO D'ENZA;;14;1;148;0;10;0;;0;173
REGGIO EMILIA;SCANDIANO;;53;7;330;0;16;0;2;1;409
REGGIO EMILIA;TOANO;;9;;55;0;2;0;;1;67
REGGIO EMILIA;VENTASSO;;7;1;36;0;3;0;;0;47
REGGIO EMILIA;VETTO;;3;;18;0;1;0;1;1;24
REGGIO EMILIA;VEZZANO SUL CROSTOLO;;13;;55;0;1;0;;2;71
REGGIO EMILIA;VIANO;;4;;30;0;5;0;;0;39
REGGIO EMILIA;VILLA MINOZZO;;5;;27;0;5;0;;0;37
RIMINI;BELLARIA IGEA MARINA;;23;;209;0;16;0;1;0;249
RIMINI;CASTELDELCI;;1;;4;0;0;0;;0;5
RIMINI;CATTOLICA;1;12;3;175;0;49;1;1;1;243
RIMINI;CORIANO;;14;;126;0;15;0;;0;155
RIMINI;GEMMANO;;1;;14;0;2;0;;0;17
RIMINI;MAIOLO;;1;;8;0;0;0;;0;9
RIMINI;MISANO ADRIATICO;;19;1;122;0;25;0;1;4;172
RIMINI;MONDAINO;;1;;9;0;0;1;;0;11
RIMINI;MONTEFIORE CONCA;;2;;18;0;6;0;;0;26
RIMINI;MONTEGRIDOLFO;;2;;8;0;0;0;;0;10
RIMINI;MONTESCUDO-MONTE COLOMBO;;9;1;66;0;11;0;;0;87
RIMINI;MORCIANO DI ROMAGNA;1;11;;77;0;13;0;1;0;103
RIMINI;NOVAFELTRIA;;5;;67;0;6;1;;0;79
RIMINI;PENNABILLI;;3;;21;0;0;0;;0;24
RIMINI;POGGIO TORRIANA;;4;;66;0;11;0;;0;81
RIMINI;RICCIONE;1;32;6;298;0;93;7;;0;437
RIMINI;RIMINI;;174;44;2042;0;346;1;3;1;2611
RIMINI;SALUDECIO;;1;;32;0;4;0;;0;37
RIMINI;SAN CLEMENTE;1;11;;61;0;11;0;;0;84
RIMINI;SAN GIOVANNI IN MARIGNANO;;16;;106;0;24;0;;0;146
RIMINI;SAN LEO;;3;;21;0;4;0;;0;28
RIMINI;SANT'AGATA FELTRIA;;3;;26;0;0;0;;0;29
RIMINI;SANTARCANGELO DI ROMAGNA;;30;2;216;0;34;0;1;0;283
RIMINI;TALAMELLO;;1;;10;0;1;0;;0;12
RIMINI;VERUCCHIO;;11;1;101;0;11;1;;0;125
;Totale complessivo;115;7008;796;69835;11;5658;81;247;483;84234
