FID,the_geom,SEZ_ELETT,COLLEGIO,AREA
Storico_Sez__Elettorali_2011_preview.11,"MULTIPOLYGON (((1652461.128906 4945384.453125, 1652455.5 4945349.2148440005, 1652452.746094 4945326.789063, 1652452.351563 4945308.296875, 1652421.878906 4945305.320313, 1652421.074219 4945319.9023440005, 1652430.910156 4945389.34375, 1652428.453125 4945393.4726559995, 1652389.207031 4945402.3242190005, 1652341.011719 4945410.585938, 1652286.308594 4945415.9335940005, 1652283.582031 4945571.7539059995, 1652218.417969 4945572.1445309995, 1652218.089844 4945477.3789059995, 1652176.410156 4945477.9101559995, 1652137.757813 4945477.71875, 1652135.945313 4945364.9648440005, 1652132.070313 4945354.203125, 1652091.609375 4945355.4960940005, 1652060.164063 4945356.6523440005, 1652045.484375 4945352.8085940005, 1652047.230469 4945376.9257809995, 1652055.023438 4945476.8789059995, 1652058.582031 4945528.96875, 1652064.492188 4945573.296875, 1652072.792969 4945647.6210940005, 1652095.507813 4945854.7773440005, 1652096.683594 4945863.210938, 1652099.890625 4945870.78125, 1652131.695313 4945889.5742190005, 1652164.96875 4945830.6601559995, 1652238.257813 4945785.9414059995, 1652285.519531 4945757.578125, 1652324.808594 4945738.726563, 1652428.710938 4945699.90625, 1652470.273438 4945683.203125, 1652484.28125 4945677.03125, 1652469.191406 4945641.84375, 1652452.785156 4945603.203125, 1652421.753906 4945532.6523440005, 1652464.425781 4945510.8320309995, 1652450.605469 4945479.3125, 1652481.394531 4945459.6757809995, 1652469.996094 4945425.9375, 1652461.128906 4945384.453125)))",11,14,135018
Storico_Sez__Elettorali_2011_preview.12,"MULTIPOLYGON (((1652527.273438 4945328.5117190005, 1652515.648438 4945292.1601559995, 1652510.996094 4945273.2070309995, 1652494.441406 4945248.203125, 1652478.964844 4945228.0820309995, 1652468.4375 4945243.0976559995, 1652461.320313 4945257.492188, 1652456.519531 4945271.265625, 1652456.5 4945271.4375, 1652452.351563 4945308.296875, 1652452.746094 4945326.789063, 1652455.5 4945349.2148440005, 1652461.128906 4945384.453125, 1652469.996094 4945425.9375, 1652481.394531 4945459.6757809995, 1652450.605469 4945479.3125, 1652464.425781 4945510.8320309995, 1652421.753906 4945532.6523440005, 1652452.785156 4945603.203125, 1652469.191406 4945641.84375, 1652484.28125 4945677.03125, 1652496.894531 4945671.3710940005, 1652519.75 4945660.046875, 1652545.398438 4945646.84375, 1652577.644531 4945629.1445309995, 1652611.964844 4945611.9023440005, 1652584.191406 4945554.7148440005, 1652601.023438 4945547.867188, 1652628.117188 4945529.921875, 1652650.894531 4945514.734375, 1652674.0625 4945502.9257809995, 1652673.207031 4945487.90625, 1652673.359375 4945487.804688, 1652687.6875 4945482.2226559995, 1652699.199219 4945475.882813, 1652691.488281 4945437.828125, 1652684.566406 4945416.1289059995, 1652684.535156 4945416.0117190005, 1652674.519531 4945378.148438, 1652665.9375 4945335.2148440005, 1652650.105469 4945308.7226559995, 1652622.125 4945315.421875, 1652621.976563 4945315.4882809995, 1652584.230469 4945332.1875, 1652544.730469 4945353.3125, 1652527.273438 4945328.5117190005)))",12,14,66719
Storico_Sez__Elettorali_2011_preview.13,"MULTIPOLYGON (((1652703.476563 4945823.3867190005, 1652721.054688 4945863.5625, 1652768.308594 4945966.9882809995, 1652824.445313 4946090.03125, 1652921.40625 4946039.21875, 1652870.9375 4945921.132813, 1652830.730469 4945824.859375, 1652825.347656 4945815.039063, 1652809.417969 4945778.8789059995, 1652802.128906 4945759.5742190005, 1652788.433594 4945716.7695309995, 1652786.972656 4945711.171875, 1652786.878906 4945706.4492190005, 1652814.933594 4945693.585938, 1652784.773438 4945628.6289059995, 1652740.882813 4945543.5429690005, 1652762.371094 4945528.34375, 1652782.671875 4945513.4492190005, 1652758.722656 4945473.3945309995, 1652746.003906 4945450.1523440005, 1652699.199219 4945475.882813, 1652687.6875 4945482.2226559995, 1652673.359375 4945487.804688, 1652673.207031 4945487.90625, 1652674.0625 4945502.9257809995, 1652650.894531 4945514.734375, 1652628.117188 4945529.921875, 1652601.023438 4945547.867188, 1652584.191406 4945554.7148440005, 1652611.964844 4945611.9023440005, 1652577.644531 4945629.1445309995, 1652615.710938 4945690.4804690005, 1652659.394531 4945754.75, 1652673.625 4945775.6757809995, 1652703.476563 4945823.3867190005)))",13,14,83906
Storico_Sez__Elettorali_2011_preview.14,"MULTIPOLYGON (((1652659.394531 4945754.75, 1652615.710938 4945690.4804690005, 1652577.644531 4945629.1445309995, 1652545.398438 4945646.84375, 1652519.75 4945660.046875, 1652496.894531 4945671.3710940005, 1652484.28125 4945677.03125, 1652470.273438 4945683.203125, 1652428.710938 4945699.90625, 1652324.808594 4945738.726563, 1652285.519531 4945757.578125, 1652284.59375 4945776.859375, 1652273.71875 4945815.0351559995, 1652273.6875 4945815.164063, 1652262.144531 4945860.375, 1652249.0625 4945858.648438, 1652206.640625 4945933.6835940005, 1652138.371094 4946054.7382809995, 1652211.523438 4946075.398438, 1652281.71875 4946095.835938, 1652401.445313 4946131.242188, 1652451.382813 4946146.2617190005, 1652391.038844 4946371.580568, 1652293.903618 4946347.731511, 1652290.04636 4946362.919465, 1652288.691406 4946362.5976559995, 1652216.265625 4946345.789063, 1652207.966985 4946379.775936, 1652198.860044 4946426.191962, 1652189.949708 4946464.803414, 1652187.474615 4946476.436352, 1652185.74205 4946479.158954, 1652181.039373 4946484.356649, 1652159.554688 4946509.8789059995, 1652236.839844 4946585.2929690005, 1652353.542969 4946513.0429690005, 1652738.929688 4946277.679688, 1652754.203125 4946264.9492190005, 1652764.757813 4946249.4960940005, 1652739.398438 4946231.1132809995, 1652737.304688 4946221.7382809995, 1652737.230469 4946221.5039059995, 1652684.265625 4946005.148438, 1652660.035156 4945910.4648440005, 1652593.273438 4945891.7382809995, 1652600.390625 4945855.0742190005, 1652603.597656 4945835.9414059995, 1652611.40625 4945809.7148440005, 1652613.679688 4945785.328125, 1652635.679688 4945770.6523440005, 1652659.394531 4945754.75)))",14,14,299242
Storico_Sez__Elettorali_2011_preview.15,"MULTIPOLYGON (((1651824.191406 4946556.1289059995, 1651831.636719 4946572.0039059995, 1651858.496094 4946629.28125, 1651939.621094 4946592.96875, 1651952.515625 4946611.265625, 1651962.078125 4946620, 1651975.804688 4946624.992188, 1651991.605469 4946629.5664059995, 1652004.5 4946635.804688, 1652011.828125 4946640.6875, 1652018.640625 4946647.8632809995, 1652056.898438 4946696.1054690005, 1652064.335938 4946709.789063, 1652067.628906 4946714.88656, 1652131.2131430001 4946678.680062001, 1652122.722328 4946656.255601, 1652135.816406 4946648.3320309995, 1652236.839844 4946585.2929690005, 1652159.554688 4946509.8789059995, 1652181.039373 4946484.356649, 1652185.74205 4946479.158954, 1652187.474615 4946476.436352, 1652189.949708 4946464.803414, 1652198.860044 4946426.191962, 1652207.966985 4946379.775936, 1652216.265625 4946345.789063, 1652288.691406 4946362.5976559995, 1652290.04636 4946362.919465, 1652293.903618 4946347.731511, 1652391.038844 4946371.580568, 1652451.382813 4946146.2617190005, 1652401.445313 4946131.242188, 1652281.71875 4946095.835938, 1652211.523438 4946075.398438, 1652138.371094 4946054.7382809995, 1652099.882813 4946124.15625, 1652071.316406 4946174.8945309995, 1652040.191406 4946229.46875, 1652009.066406 4946284.0429690005, 1651968.5625 4946246.9492190005, 1651941.261719 4946231.273438, 1651910.339844 4946285.8789059995, 1651869.386719 4946358.5898440005, 1651849.078125 4946369.7773440005, 1651969.914063 4946476.179688, 1651893.042969 4946525.59375, 1651824.191406 4946556.1289059995)))",15,14,199566
Storico_Sez__Elettorali_2011_preview.16,"MULTIPOLYGON (((1652071.316406 4946174.8945309995, 1652099.882813 4946124.15625, 1652138.371094 4946054.7382809995, 1652206.640625 4945933.6835940005, 1652249.0625 4945858.648438, 1652262.144531 4945860.375, 1652273.6875 4945815.164063, 1652273.71875 4945815.0351559995, 1652284.59375 4945776.859375, 1652285.519531 4945757.578125, 1652238.257813 4945785.9414059995, 1652164.96875 4945830.6601559995, 1652131.695313 4945889.5742190005, 1652099.890625 4945870.78125, 1652076.191406 4945884.9726559995, 1651976.152344 4945945.140625, 1651841.84375 4946025.9257809995, 1651804.222656 4946048.679688, 1651858.949219 4946139.2304690005, 1651865.773438 4946149.320313, 1651876.898438 4946159.703125, 1651886.539063 4946167.265625, 1651956.027344 4946205.3632809995, 1651941.261719 4946231.273438, 1651968.5625 4946246.9492190005, 1652009.066406 4946284.0429690005, 1652040.191406 4946229.46875, 1652071.316406 4946174.8945309995)))",16,14,92708
Storico_Sez__Elettorali_2011_preview.17,"MULTIPOLYGON (((1651858.496094 4946629.28125, 1651831.636719 4946572.0039059995, 1651824.191406 4946556.1289059995, 1651893.042969 4946525.59375, 1651969.914063 4946476.179688, 1651849.078125 4946369.7773440005, 1651869.386719 4946358.5898440005, 1651910.339844 4946285.8789059995, 1651941.261719 4946231.273438, 1651956.027344 4946205.3632809995, 1651886.539063 4946167.265625, 1651876.898438 4946159.703125, 1651865.773438 4946149.320313, 1651858.949219 4946139.2304690005, 1651804.222656 4946048.679688, 1651766.875 4946072.132813, 1651689.847656 4946118.1523440005, 1651623.90625 4946156.320313, 1651551.753906 4946198.164063, 1651638.691648 4946350.52777, 1651663.796875 4946394.820313, 1651696.535156 4946453.4492190005, 1651764.394531 4946574.5, 1651775.191406 4946597.9882809995, 1651801.546875 4946655.3164059995, 1651858.496094 4946629.28125)))",17,14,123714
Storico_Sez__Elettorali_2011_preview.18,"MULTIPOLYGON (((1651348.015625 4946311.4492190005, 1651256.269531 4946356.148438, 1651231.605469 4946368.3320309995, 1651231.246094 4946368.6054690005, 1651231.089844 4946368.585938, 1651195.648438 4946385.2148440005, 1651171.9375 4946392.679688, 1651127.984375 4946386.929688, 1651130.703125 4946415.3710940005, 1650982.691406 4946487.085938, 1650969.871094 4946492.8632809995, 1651215.914063 4946638.5625, 1651266 4946667.6054690005, 1651309.609375 4946692.6445309995, 1651345.25 4946709.5, 1651380.125 4946725.5, 1651394.613281 4946731.4492190005, 1651423 4946742.5, 1651446.894531 4946749.7226559995, 1651474.375 4946758, 1651502.476563 4946765.4023440005, 1651538.292969 4946773.5742190005, 1651570.347656 4946779.132813, 1651612.144531 4946785.0195309995, 1651655.8125 4946788.9414059995, 1651697.269531 4946790.4179690005, 1651738.976563 4946789.7617190005, 1651775.285156 4946787.6367190005, 1651806.414063 4946784.3632809995, 1651828.984375 4946781.421875, 1651845.011719 4946779.132813, 1651856.503906 4946776.953125, 1651885.484375 4946770.960938, 1651911.324219 4946764.585938, 1651934.058594 4946759.1914059995, 1651958.265625 4946751.8320309995, 1651994.335938 4946739.2148440005, 1652033.261719 4946723.523438, 1652064.335938 4946709.789063, 1652056.898438 4946696.1054690005, 1652018.640625 4946647.8632809995, 1652011.828125 4946640.6875, 1652004.5 4946635.804688, 1651991.605469 4946629.5664059995, 1651975.804688 4946624.992188, 1651962.078125 4946620, 1651952.515625 4946611.265625, 1651939.621094 4946592.96875, 1651858.496094 4946629.28125, 1651801.546875 4946655.3164059995, 1651775.191406 4946597.9882809995, 1651764.394531 4946574.5, 1651696.535156 4946453.4492190005, 1651663.796875 4946394.820313, 1651638.691648 4946350.52777, 1651551.753906 4946198.164063, 1651401.144531 4946282.90625, 1651348.015625 4946311.4492190005)))",18,14,301216
Storico_Sez__Elettorali_2011_preview.19,"MULTIPOLYGON (((1653044.722656 4946240.851563, 1653036.015625 4946240.765625, 1652986.324219 4946240.2773440005, 1652892.726563 4946238.9257809995, 1652824.445313 4946090.03125, 1652768.308594 4945966.9882809995, 1652721.054688 4945863.5625, 1652703.476563 4945823.3867190005, 1652673.625 4945775.6757809995, 1652659.394531 4945754.75, 1652635.679688 4945770.6523440005, 1652613.679688 4945785.328125, 1652611.40625 4945809.7148440005, 1652603.597656 4945835.9414059995, 1652600.390625 4945855.0742190005, 1652593.273438 4945891.7382809995, 1652660.035156 4945910.4648440005, 1652684.265625 4946005.148438, 1652737.230469 4946221.5039059995, 1652737.304688 4946221.7382809995, 1652739.398438 4946231.1132809995, 1652764.757813 4946249.4960940005, 1652754.203125 4946264.9492190005, 1652738.929688 4946277.679688, 1652353.542969 4946513.0429690005, 1652236.839844 4946585.2929690005, 1652135.816406 4946648.3320309995, 1652122.722328 4946656.255601, 1652131.2131430001 4946678.680062001, 1652134.415332 4946676.856653, 1652143.320313 4946672.039063, 1652181 4946651, 1652223.5 4946627.5, 1652286.625 4946593.5, 1652336.875 4946568, 1652381.25 4946545, 1652426.375 4946524, 1652463.125 4946508.5, 1652519.375 4946491, 1652566.125 4946480, 1652615.375 4946471, 1652649.75 4946466, 1652689.25 4946461, 1652745.125 4946453.5, 1652791.5 4946447.5, 1652840.125 4946442, 1652896.21875 4946437.8125, 1652952.625 4946432.5, 1652997.25 4946427.5, 1653035.125 4946422.5, 1653109.011719 4946412.640625, 1653166.984375 4946402.3398440005, 1653199.054688 4946395.2773440005, 1653222.921875 4946388.1992190005, 1653251.625 4946378, 1653283.589844 4946365.984375, 1653307.75 4946354.7226559995, 1653342.351563 4946338.9570309995, 1653377.636719 4946321.140625, 1653390.484375 4946314.75, 1653385.078125 4946305.4726559995, 1653367.859375 4946277.429688, 1653318.121094 4946214.1210940005, 1653294.003906 4946185.671875, 1653272.046875 4946166.3710940005, 1653214.621094 4946241.7695309995, 1653161.414063 4946241.070313, 1653089.382813 4946241.289063, 1653044.722656 4946240.851563)))",19,14,209608
Storico_Sez__Elettorali_2011_preview.20,"MULTIPOLYGON (((1652890.671875 4945777.945313, 1652825.347656 4945815.039063, 1652830.730469 4945824.859375, 1652870.9375 4945921.132813, 1652921.40625 4946039.21875, 1652824.445313 4946090.03125, 1652892.726563 4946238.9257809995, 1652986.324219 4946240.2773440005, 1653036.015625 4946240.765625, 1653044.722656 4946240.851563, 1653089.382813 4946241.289063, 1653161.414063 4946241.070313, 1653214.621094 4946241.7695309995, 1653272.046875 4946166.3710940005, 1653267.101563 4946160.4375, 1653262.28125 4946152.648438, 1653260.183594 4946139.796875, 1653249.304688 4946132.3789059995, 1653245.226563 4946129.289063, 1653239.539063 4946123.726563, 1653219.144531 4946097.2070309995, 1653211.351563 4946087.429688, 1653195.855469 4946067.5820309995, 1653173.59375 4946039.3242190005, 1653140.71875 4945994.6523440005, 1653124.191406 4945970.3476559995, 1653108.347656 4945944.625, 1653050.953125 4945837.804688, 1653039.457031 4945842.9882809995, 1652983.511719 4945869.085938, 1652936.96875 4945771.7070309995, 1652923.339844 4945760.570313, 1652890.671875 4945777.945313)))",20,14,126016
Storico_Sez__Elettorali_2011_preview.21,"MULTIPOLYGON (((1653485.199219 4946016.8007809995, 1653391.011719 4946095.984375, 1653380.023438 4946104.4179690005, 1653375.679688 4946106.460938, 1653370.058594 4946108.7617190005, 1653364.691406 4946110.039063, 1653334.542969 4946113.617188, 1653329.6875 4946116.6835940005, 1653310.523438 4946130.8632809995, 1653308.734375 4946134.953125, 1653308.988281 4946141.7226559995, 1653309.5 4946149.515625, 1653308.351563 4946156.03125, 1653304.152344 4946163.8554690005, 1653297.476563 4946168.4257809995, 1653289.226563 4946171.5625, 1653280.945313 4946170.695313, 1653272.046875 4946166.3710940005, 1653294.003906 4946185.671875, 1653318.121094 4946214.1210940005, 1653367.859375 4946277.429688, 1653385.078125 4946305.4726559995, 1653390.484375 4946314.75, 1653412.015625 4946304.234375, 1653471 4946272.5, 1653500.25 4946257, 1653574.875 4946220, 1653674.624061 4946168.029901001, 1653693.875 4946158, 1653779.452235 4946113.809173999, 1653790.531397 4946108.088057, 1653819.75 4946093, 1653920.875 4946040, 1653939.003906 4946030.8320309995, 1653897.800781 4945974.78125, 1653828.59375 4945885.0976559995, 1653813.058594 4945865.09375, 1653791.0625 4945830.914063, 1653747.746094 4945865.429688, 1653654.9007899999 4945940.122284, 1653649.488281 4945944.476563, 1653619.203125 4945907.2539059995, 1653573.464844 4945851.2070309995, 1653440.605469 4945962.414063, 1653485.199219 4946016.8007809995)))",21,14,147326
Storico_Sez__Elettorali_2011_preview.22,"MULTIPOLYGON (((1653568.105469 4946581.273438, 1653741.40625 4946843.5625, 1653799.675781 4946803.9882809995, 1653881 4946748.7617190005, 1653907.585938 4946732.3085940005, 1653904.871094 4946717.726563, 1653903.355469 4946709.601563, 1653901.183594 4946702.1875, 1653915.253906 4946688.7851559995, 1653911.667969 4946685.09375, 1653896.125 4946663.0742190005, 1653888.613281 4946648.3085940005, 1653878.046875 4946621.601563, 1653865.101563 4946588.632813, 1653860.199219 4946581.125, 1653855.578125 4946563.3398440005, 1653849.027344 4946542.804688, 1653840.890625 4946522.398438, 1653827.863281 4946498.007813, 1653819.1875 4946484.835938, 1653808.503906 4946471.007813, 1653794.027344 4946454.1992190005, 1653779.734375 4946442.007813, 1653766.335938 4946434.539063, 1653749.902344 4946430.148438, 1653732.496094 4946430.796875, 1653712.238281 4946435.8398440005, 1653699.019531 4946443.742188, 1653688.667969 4946453.453125, 1653681.101563 4946464.023438, 1653676.707031 4946472.726563, 1653674.351563 4946480.4492190005, 1653670.621094 4946487.460938, 1653659.160156 4946490.5, 1653651.839844 4946487.320313, 1653656.0625 4946485.523438, 1653659.171875 4946481.414063, 1653659.878906 4946477.773438, 1653658.878906 4946472.84375, 1653655.53125 4946466.0351559995, 1653641.152344 4946435.0976559995, 1653638.097656 4946423.59375, 1653612.972656 4946361.8398440005, 1653572.820313 4946256.6445309995, 1653552.863281 4946258.523438, 1653526.394531 4946264.726563, 1653503.554688 4946273.0820309995, 1653475.140625 4946287.875, 1653411.273438 4946322.859375, 1653398.992188 4946329.4804690005, 1653398.71875 4946328.875, 1653390.484375 4946314.75, 1653377.636719 4946321.140625, 1653342.351563 4946338.9570309995, 1653307.75 4946354.7226559995, 1653283.589844 4946365.984375, 1653251.625 4946378, 1653222.921875 4946388.1992190005, 1653199.054688 4946395.2773440005, 1653166.984375 4946402.3398440005, 1653109.011719 4946412.640625, 1653035.125 4946422.5, 1652997.25 4946427.5, 1652952.625 4946432.5, 1652896.21875 4946437.8125, 1652840.125 4946442, 1652791.5 4946447.5, 1652745.125 4946453.5, 1652689.25 4946461, 1652649.75 4946466, 1652615.375 4946471, 1652566.125 4946480, 1652519.375 4946491, 1652463.125 4946508.5, 1652426.375 4946524, 1652381.25 4946545, 1652336.875 4946568, 1652286.625 4946593.5, 1652223.5 4946627.5, 1652181 4946651, 1652143.320313 4946672.039063, 1652134.415332 4946676.856653, 1652131.2131430001 4946678.680062001, 1652131.771281 4946680.154119, 1652139.104545 4946703.725323, 1652139.2981969998 4946704.648896, 1652175.980469 4946686.15625, 1652218.519531 4946658.7695309995, 1652244.546875 4946642.9492190005, 1652275.335938 4946626.4492190005, 1652291.9894299998 4946618.851996, 1652323.611363 4946716.149839, 1652358.0548440001 4946817.914714, 1652371.41186 4946859.819077, 1652379.5308299998 4946884.175988, 1652380.840341 4946900.152027, 1652378.745123 4946910.366216, 1652375.795701 4946918.722913, 1652385.29268 4946922.41372, 1652392.1021389998 4946925.556547, 1652400.786579 4946935.139378, 1652448.550781 4947078.5507809995, 1652472.144531 4947152.796875, 1652626.359375 4947099.3164059995, 1652680.78125 4947064.015625, 1652765.148973 4947013.733108, 1652856.375998 4946959.362501, 1652951.941406 4946902.40625, 1652974.300781 4946890.2851559995, 1652971.203125 4946750.0351559995, 1652970.75 4946712.367188, 1652971.199219 4946695.6132809995, 1652973.092848 4946624.891768, 1652989.771223 4946648.79744, 1653011.037423 4946689.628544, 1653021.8122979999 4946708.909899, 1653050.167232 4946749.173904, 1653068.03084 4946777.528837999, 1653087.6055879998 4946805.044182, 1653327.238281 4946601.351563, 1653363.222656 4946568.8867190005, 1653378.785156 4946550.8085940005, 1653392.339844 4946533.570313, 1653403.222656 4946517.4570309995, 1653410.75 4946503.117188, 1653414.660156 4946493.710938, 1653443.09375 4946529.4023440005, 1653505.554688 4946622.5429690005, 1653568.105469 4946581.273438)))",22,13,625396
Storico_Sez__Elettorali_2011_preview.23,"MULTIPOLYGON (((1652989.664063 4947203.3398440005, 1652991.722656 4947262.2617190005, 1652996.746094 4947375.0429690005, 1653001.210938 4947493.898438, 1653003.617188 4947557.9960940005, 1653005.25 4947600.8242190005, 1653014.472656 4947594.5195309995, 1653014.527344 4947594.7070309995, 1653109.597656 4947530.226563, 1653139.609375 4947574.382813, 1653158.953125 4947602.867188, 1653268.742188 4947527.40625, 1653308.15625 4947584.1601559995, 1653312.542969 4947587.1210940005, 1653317.8125 4947586.257813, 1653356.042969 4947560.4726559995, 1653398.058594 4947532.4726559995, 1653334.484375 4947440.2304690005, 1653304.347656 4947396.359375, 1653250.609375 4947433.398438, 1653212.414063 4947378.5898440005, 1653198.933594 4947377.8945309995, 1653185.386719 4947346.632813, 1653432.699219 4947205.8125, 1653387.734375 4947162.5507809995, 1653326.021192 4947097.673078, 1653329.42775 4947095.832694001, 1653269.458484 4947020.031156, 1653233.3401020002 4946976.580471, 1653192.225449 4946930.361930001, 1653161.564 4946896.386, 1653147.991752 4946881.874993, 1653120.487467 4946854.654257, 1653111.003 4946845.48, 1653104.983 4946838.085, 1653096.67 4946823.711, 1653087.6055879998 4946805.044182, 1653068.03084 4946777.528837999, 1653050.167232 4946749.173904, 1653021.8122979999 4946708.909899, 1653011.037423 4946689.628544, 1652989.771223 4946648.79744, 1652973.092848 4946624.891768, 1652971.199219 4946695.6132809995, 1652970.75 4946712.367188, 1652971.203125 4946750.0351559995, 1652974.300781 4946890.2851559995, 1652951.941406 4946902.40625, 1652856.375998 4946959.362501, 1652765.148973 4947013.733108, 1652680.78125 4947064.015625, 1652626.359375 4947099.3164059995, 1652643.484375 4947241.3398440005, 1652697.695313 4947208.8945309995, 1652803.597656 4947143.4414059995, 1652983.773438 4947034.3554690005, 1652987.15625 4947131.671875, 1652989.664063 4947203.3398440005)))",23,13,285795
Storico_Sez__Elettorali_2011_preview.24,"MULTIPOLYGON (((1652496.832031 4947383.875, 1652514.636719 4947435.3710940005, 1652531.972656 4947487.4882809995, 1652662.453125 4947442.7851559995, 1652660.269531 4947420.460938, 1652656.808594 4947385.0273440005, 1652665.109375 4947379.3476559995, 1652746.863281 4947330.203125, 1652839.875 4947278.5117190005, 1652843.765625 4947267.375, 1652849.683594 4947271.4023440005, 1652881.796875 4947291.75, 1652895.03125 4947279.2460940005, 1652945.53125 4947248.6054690005, 1652950.925781 4947242.085938, 1652950.984375 4947242.21875, 1652991.722656 4947262.2617190005, 1652989.664063 4947203.3398440005, 1652987.15625 4947131.671875, 1652983.773438 4947034.3554690005, 1652803.597656 4947143.4414059995, 1652697.695313 4947208.8945309995, 1652643.484375 4947241.3398440005, 1652646.4375 4947275.3554690005, 1652479.003906 4947331.6835940005, 1652496.832031 4947383.875)))",24,13,82816
Storico_Sez__Elettorali_2011_preview.25,"MULTIPOLYGON (((1651816.647966 4946857.433414, 1651778.572381 4946885.458683999, 1651746.822317 4946909.271232, 1651707.134737 4946946.312973, 1651658.186723 4946994.599528, 1651585.42616 4947073.313228, 1651595.25 4947097.1875, 1651573.75 4947128.5, 1651547.664063 4947170.96875, 1651524.511719 4947211.4023440005, 1651501.226563 4947258.914063, 1651482.433594 4947303.257813, 1651478.659283 4947313.159349, 1651465.007813 4947348.9726559995, 1651449.277344 4947397.3867190005, 1651434.75 4947452.5, 1651427.511719 4947485.8398440005, 1651420.871094 4947523.632813, 1651415.625 4947559.5, 1651412.25 4947600.5, 1651410.75 4947625.5, 1651409.9375 4947637.2226559995, 1651409.921875 4947637.90625, 1651408.769531 4947682.3710940005, 1651409.171875 4947721.929688, 1651412.578125 4947761.40625, 1651418.027344 4947813.4335940005, 1651421.211466 4947836.539664, 1651422.578125 4947846.4570309995, 1651425.757813 4947864.835938, 1651428.933594 4947884.804688, 1651433.019531 4947906.359375, 1651439.832031 4947939.257813, 1651460.5 4948044.429688, 1651553.902344 4947975.9648440005, 1651559.436 4947971.632, 1651590.974 4947948.188, 1651607.024 4947936.256, 1651623.205 4947924.228, 1651629.724 4947919.382, 1651630.549633 4947918.631729, 1651628.820313 4947916.117188, 1651590.613281 4947858.53125, 1651557.054688 4947803.6054690005, 1651633.429688 4947757.773438, 1651672.472656 4947734.523438, 1651713.5 4947710.289063, 1651683.878906 4947661.046875, 1651754.851563 4947618.7851559995, 1651728.839844 4947577.0429690005, 1651772.433594 4947550.429688, 1651760.429688 4947523.171875, 1651757.832031 4947517.0625, 1651722.738281 4947434.515625, 1651785.882813 4947393.578125, 1651808.207031 4947379.539063, 1651824.332031 4947371.140625, 1651842.136719 4947363.03125, 1651939.585938 4947331.054688, 1652003.402344 4947313.960938, 1652147.847656 4947289.4570309995, 1652173.296875 4947284.140625, 1652197.097656 4947278.875, 1652219.640625 4947271.984375, 1652237.9375 4947266.2617190005, 1652252.351563 4947260.8554690005, 1652253.546875 4947267.5195309995, 1652253.828125 4947275.4960940005, 1652254.96875 4947286.609375, 1652256.964844 4947303.703125, 1652258.957031 4947321.6523440005, 1652262.105469 4947348.335938, 1652267.371094 4947402, 1652292.609375 4947395.695313, 1652334.222656 4947381.671875, 1652355.304688 4947443.15625, 1652358.132813 4947451.1289059995, 1652361.21875 4947458.84375, 1652365.613281 4947465.015625, 1652370.597656 4947469.851563, 1652376.992188 4947473.46875, 1652384.5 4947476.2460940005, 1652392.84375 4947476.804688, 1652402.851563 4947474.859375, 1652463.539063 4947452.4335940005, 1652514.636719 4947435.3710940005, 1652496.832031 4947383.875, 1652479.003906 4947331.6835940005, 1652646.4375 4947275.3554690005, 1652643.484375 4947241.3398440005, 1652626.359375 4947099.3164059995, 1652472.144531 4947152.796875, 1652448.550781 4947078.5507809995, 1652400.786579 4946935.139378, 1652392.1021389998 4946925.556547, 1652385.29268 4946922.41372, 1652375.795701 4946918.722913, 1652378.745123 4946910.366216, 1652380.840341 4946900.152027, 1652379.5308299998 4946884.175988, 1652371.41186 4946859.819077, 1652358.0548440001 4946817.914714, 1652323.611363 4946716.149839, 1652291.9894299998 4946618.851996, 1652275.335938 4946626.4492190005, 1652244.546875 4946642.9492190005, 1652218.519531 4946658.7695309995, 1652175.980469 4946686.15625, 1652139.2981969998 4946704.648896, 1652139.104545 4946703.725323, 1652131.771281 4946680.154119, 1652131.2131430001 4946678.680062001, 1652067.628906 4946714.88656, 1652057.046898 4946721.416688, 1651979.656118 4946761.765726999, 1651906.234096 4946800.791847, 1651844.056887 4946838.4950480005, 1651816.647966 4946857.433414)))",25,13,685797
